stid,scid,group,gender,ethnicity,LEPat5,spe.ed,year,spanish,scale,stand
330534,har,C,Male,Hispanic,NotLEP,No,2,No,1437,Notapproach
330754,jon,C,Male,Hispanic,LEP,No,2,No,1437,Notapproach
330854,bus,C,Female,Afamerican,NotLEP,No,2,No,1547,Approaches
330876,bus,C,Female,Hispanic,LEP,No,2,Yes,1776,Masters
331109,caro,T,Male,Hispanic,secondyear,No,2,No,1599,Meets
331110,bla,T,Female,Hispanic,LEP,Yes,2,No,1208,Notapproach
331285,bla,T,Male,White,NotLEP,Yes,2,No,1294,Notapproach
331436,bla,T,Male,Hispanic,LEP,No,2,Yes,1480,Approaches
331895,bus,C,Male,Hispanic,LEP,No,2,Yes,1683,Meets
332148,har,C,Male,Afamerican,NotLEP,No,2,No,1411,Notapproach
332166,bla,T,Female,twomore,NotLEP,No,2,No,1489,Approaches
332591,bus,C,Female,Hispanic,LEP,No,2,Yes,1544,Approaches
333059,bla,T,Male,Hispanic,LEP,No,2,No,1437,Notapproach
333950,jon,C,Female,Hispanic,NotLEP,No,2,No,1411,Notapproach
334156,jon,C,Male,Afamerican,NotLEP,No,2,No,1397,Notapproach
334410,bus,C,Male,Hispanic,LEP,No,2,Yes,1461,Approaches
334515,bus,C,Female,Hispanic,LEP,No,2,Yes,1659,Meets
334713,har,C,Male,Hispanic,LEP,No,2,No,1463,Notapproach
334719,har,C,Male,Afamerican,NotLEP,No,2,No,1517,Approaches
334940,jon,C,Male,Afamerican,NotLEP,No,2,No,1787,Masters
335432,caro,T,Male,Hispanic,LEP,No,2,No,1470,Approaches
335511,bla,T,Male,Hispanic,LEP,No,2,Yes,1367,Notapproach
335729,carm,T,Male,Hispanic,NotLEP,No,2,No,1489,Approaches
335837,har,C,Male,Hispanic,LEP,No,2,No,1342,Notapproach
335917,jon,C,Male,Afamerican,NotLEP,No,2,No,1619,Meets
336393,bla,T,Male,Hispanic,LEP,No,2,Yes,1311,Notapproach
336582,har,C,Male,Afamerican,NotLEP,No,2,No,1599,Meets
336753,jon,C,Female,Afamerican,NotLEP,No,2,No,1517,Approaches
336940,caro,T,Male,Hispanic,LEP,No,2,No,1667,Masters
337033,bla,T,Female,Hispanic,LEP,No,2,Yes,1188,Notapproach
868724,carm,T,Male,Hispanic,LEP,No,0,No,1312,Notapproach
868724,carm,T,Male,Hispanic,LEP,No,1,No,1341,Notapproach
879796,caro,T,Female,Hispanic,LEP,No,0,No,1312,Notapproach
879796,caro,T,Female,Hispanic,LEP,No,1,No,1259,Notapproach
879796,caro,T,Female,Hispanic,LEP,No,2,No,1327,Notapproach
880816,bus,C,Female,Hispanic,LEP,No,0,Yes,1171,Notapproach
880816,bus,C,Female,Hispanic,LEP,No,1,Yes,1342,Notapproach
880816,bus,C,Female,Hispanic,LEP,No,2,Yes,1480,Approaches
881245,caro,T,Female,Hispanic,LEP,No,0,No,1312,Notapproach
881245,caro,T,Female,Hispanic,LEP,No,1,No,1397,Notapproach
901848,bla,T,Female,Hispanic,NotLEP,No,0,No,1356,Approaches
904375,bla,T,Male,Hispanic,LEP,Yes,0,No,1180,Notapproach
904375,bla,T,Male,Hispanic,LEP,Yes,1,No,1295,Notapproach
904375,bla,T,Male,Hispanic,LEP,Yes,2,No,1311,Notapproach
904693,bla,T,Female,Afamerican,NotLEP,No,0,No,1496,Meets
904725,bla,T,Female,Afamerican,NotLEP,Yes,0,No,1372,Approaches
904822,jon,C,Male,Hispanic,LEP,No,0,Yes,1171,Notapproach
904830,har,C,Male,Afamerican,NotLEP,No,0,No,1356,Approaches
906608,caro,T,Male,Hispanic,LEP,Yes,0,No,1217,Notapproach
906608,caro,T,Male,Hispanic,LEP,Yes,1,No,1161,Notapproach
906608,caro,T,Male,Hispanic,LEP,Yes,2,No,1356,Notapproach
909344,bus,C,Male,Hispanic,LEP,No,0,No,1297,Notapproach
910320,caro,T,Male,Hispanic,LEP,No,0,No,1437,Approaches
910320,caro,T,Male,Hispanic,LEP,No,1,No,1659,Masters
910320,caro,T,Male,Hispanic,LEP,No,2,No,1582,Meets
910542,bla,T,Male,Hispanic,LEP,No,1,No,1397,Notapproach
910542,bla,T,Male,Hispanic,LEP,No,2,No,1503,Approaches
910882,caro,T,Male,Hispanic,LEP,No,0,No,1327,Notapproach
910912,bus,C,Female,Hispanic,LEP,No,0,No,1159,Notapproach
910912,bus,C,Female,Hispanic,LEP,No,1,No,1239,Notapproach
910912,bus,C,Female,Hispanic,LEP,No,2,No,1370,Notapproach
911625,carm,T,Male,Afamerican,NotLEP,Yes,0,No,1110,Notapproach
911625,carm,T,Male,Afamerican,NotLEP,Yes,1,No,1259,Notapproach
911625,carm,T,Male,Afamerican,NotLEP,Yes,2,No,1275,Notapproach
911638,carm,T,Male,Hispanic,firstyear,No,0,No,1496,Meets
911638,carm,T,Male,Hispanic,firstyear,No,1,No,1495,Approaches
911638,carm,T,Male,Hispanic,firstyear,No,2,No,1503,Approaches
912680,bus,C,Male,Hispanic,LEP,Yes,0,Yes,1102,Notapproach
912691,caro,T,Female,Hispanic,secondyear,No,0,No,1519,Meets
912691,caro,T,Female,Hispanic,secondyear,No,1,No,1550,Meets
912691,caro,T,Female,Hispanic,secondyear,No,2,No,1736,Masters
913698,har,C,Female,Hispanic,LEP,Yes,0,No,1251,Notapproach
913698,har,C,Female,Hispanic,LEP,Yes,1,No,1411,Notapproach
913698,har,C,Female,Hispanic,LEP,Yes,2,No,1547,Approaches
914006,caro,T,Male,Hispanic,NotLEP,No,0,No,1455,Approaches
914006,caro,T,Male,Hispanic,NotLEP,No,1,No,1370,Notapproach
914006,caro,T,Male,Hispanic,NotLEP,No,2,No,1424,Notapproach
914019,caro,T,Female,Hispanic,LEP,Yes,0,No,1217,Notapproach
914019,caro,T,Female,Hispanic,LEP,Yes,1,No,1239,Notapproach
914019,caro,T,Female,Hispanic,LEP,Yes,2,No,1356,Notapproach
914554,bla,T,Female,Hispanic,LEP,No,0,No,1327,Notapproach
914554,bla,T,Female,Hispanic,LEP,No,1,No,1397,Notapproach
914554,bla,T,Female,Hispanic,LEP,No,2,No,1437,Notapproach
914773,bla,T,Female,Hispanic,LEP,No,0,No,1403,Approaches
914773,bla,T,Female,Hispanic,LEP,No,1,No,1311,Notapproach
914773,bla,T,Female,Hispanic,LEP,No,2,No,1599,Meets
915125,bla,T,Male,Hispanic,firstyear,No,0,No,1519,Meets
915125,bla,T,Male,Hispanic,firstyear,No,1,No,1562,Meets
915125,bla,T,Male,Hispanic,firstyear,No,2,No,1667,Masters
915147,bla,T,Male,Hispanic,LEP,No,0,No,1387,Approaches
915147,bla,T,Male,Hispanic,LEP,No,1,No,1562,Meets
915150,carm,T,Male,Hispanic,secondyear,No,0,No,1356,Approaches
915150,carm,T,Male,Hispanic,secondyear,No,1,No,1480,Approaches
915150,carm,T,Male,Hispanic,secondyear,No,2,No,1503,Approaches
915154,bla,T,Female,Hispanic,firstyear,No,0,No,1403,Approaches
915154,bla,T,Female,Hispanic,firstyear,No,1,No,1562,Meets
915154,bla,T,Female,Hispanic,firstyear,No,2,No,1619,Meets
915170,bla,T,Male,Hispanic,LEP,Yes,0,No,1217,Notapproach
915170,bla,T,Male,Hispanic,LEP,Yes,1,No,1341,Notapproach
915170,bla,T,Male,Hispanic,LEP,Yes,2,No,1311,Notapproach
915226,jon,C,Male,Hispanic,LEP,No,2,No,1470,Approaches
915299,jon,C,Male,Hispanic,LEP,No,0,Yes,1367,Approaches
915299,jon,C,Male,Hispanic,LEP,No,1,No,1311,Notapproach
915299,jon,C,Male,Hispanic,LEP,No,2,No,1424,Notapproach
915321,har,C,Female,Afamerican,NotLEP,No,0,No,1496,Meets
915321,har,C,Female,Afamerican,NotLEP,No,1,No,1526,Approaches
915321,har,C,Female,Afamerican,NotLEP,No,2,No,1564,Approaches
915390,jon,C,Male,Hispanic,LEP,No,0,No,1234,Notapproach
915394,jon,C,Male,Hispanic,NotLEP,No,0,No,1110,Notapproach
915394,jon,C,Male,Hispanic,NotLEP,No,1,No,1161,Notapproach
915410,jon,C,Female,Hispanic,LEP,No,2,No,1532,Approaches
915432,har,C,Male,Afamerican,NotLEP,No,0,No,1403,Approaches
915458,caro,T,Female,Hispanic,LEP,No,0,No,1266,Notapproach
915469,caro,T,Female,Hispanic,LEP,No,2,No,1424,Notapproach
915487,caro,T,Male,Hispanic,LEP,No,0,Yes,1102,Notapproach
915487,caro,T,Male,Hispanic,LEP,No,1,Yes,1291,Notapproach
915487,caro,T,Male,Hispanic,LEP,No,2,No,1311,Notapproach
915492,caro,T,Male,Hispanic,firstyear,No,0,No,1372,Approaches
915492,caro,T,Male,Hispanic,firstyear,No,1,No,1582,Meets
915493,caro,T,Female,Hispanic,LEP,No,0,No,1437,Approaches
915493,caro,T,Female,Hispanic,LEP,No,1,No,1397,Notapproach
915495,jon,C,Male,Hispanic,LEP,No,0,Yes,1281,Notapproach
915495,jon,C,Male,Hispanic,LEP,No,1,No,1562,Meets
915495,jon,C,Male,Hispanic,LEP,No,2,No,1642,Meets
915496,caro,T,Male,Hispanic,LEP,No,0,No,1282,Notapproach
915496,caro,T,Male,Hispanic,LEP,No,1,No,1451,Approaches
915496,caro,T,Male,Hispanic,LEP,No,2,No,1470,Approaches
915505,caro,T,Male,Hispanic,LEP,No,0,No,1327,Notapproach
915505,caro,T,Male,Hispanic,LEP,No,1,No,1356,Notapproach
915505,caro,T,Male,Hispanic,LEP,No,2,No,1470,Approaches
915509,caro,T,Male,Hispanic,NotLEP,No,0,No,1387,Approaches
915509,caro,T,Male,Hispanic,NotLEP,No,1,No,1495,Approaches
915509,caro,T,Male,Hispanic,NotLEP,No,2,No,1503,Approaches
915530,caro,T,Female,Hispanic,LEP,No,0,No,1297,Notapproach
915530,caro,T,Female,Hispanic,LEP,No,1,No,1356,Notapproach
915530,caro,T,Female,Hispanic,LEP,No,2,No,1384,Notapproach
915543,caro,T,Female,Hispanic,secondyear,No,0,No,1519,Meets
915543,caro,T,Female,Hispanic,secondyear,No,1,No,1526,Approaches
915547,caro,T,Female,Hispanic,LEP,No,0,No,1403,Approaches
915547,caro,T,Female,Hispanic,LEP,No,1,No,1465,Approaches
915547,caro,T,Female,Hispanic,LEP,No,2,No,1503,Approaches
915553,bla,T,Female,Hispanic,LEP,Yes,0,Yes,1246,Notapproach
915553,bla,T,Female,Hispanic,LEP,Yes,1,No,1356,Notapproach
915553,bla,T,Female,Hispanic,LEP,Yes,2,No,1384,Notapproach
915560,caro,T,Male,Hispanic,NotLEP,No,0,No,1345,Approaches
915560,caro,T,Male,Hispanic,NotLEP,No,1,No,1356,Notapproach
915565,caro,T,Female,Hispanic,firstyear,No,0,No,1519,Meets
915565,caro,T,Female,Hispanic,firstyear,No,1,No,1510,Approaches
915565,caro,T,Female,Hispanic,firstyear,No,2,No,1619,Meets
915569,caro,T,Female,White,NotLEP,No,0,No,1437,Approaches
915569,caro,T,Female,White,NotLEP,No,1,No,1526,Approaches
915569,caro,T,Female,White,NotLEP,No,2,No,1470,Approaches
915571,caro,T,Male,Hispanic,LEP,No,0,No,1403,Approaches
915571,caro,T,Male,Hispanic,LEP,No,1,No,1383,Notapproach
915571,caro,T,Male,Hispanic,LEP,No,2,No,1437,Notapproach
915576,caro,T,Male,Hispanic,LEP,No,0,No,1297,Notapproach
915576,caro,T,Male,Hispanic,LEP,No,1,No,1383,Notapproach
915576,caro,T,Male,Hispanic,LEP,No,2,No,1437,Notapproach
915582,caro,T,Female,Hispanic,NotLEP,No,0,No,1251,Notapproach
915584,caro,T,Female,Hispanic,LEP,No,0,Yes,1150,Notapproach
915584,caro,T,Female,Hispanic,LEP,No,1,No,1341,Notapproach
915584,caro,T,Female,Hispanic,LEP,No,2,No,1450,Notapproach
915589,caro,T,Female,Hispanic,secondyear,No,0,No,1519,Meets
915589,caro,T,Female,Hispanic,secondyear,No,1,No,1562,Meets
915595,caro,T,Female,Hispanic,LEP,No,0,No,1159,Notapproach
915595,caro,T,Female,Hispanic,LEP,No,1,No,1311,Notapproach
915595,caro,T,Female,Hispanic,LEP,No,2,No,1370,Notapproach
915600,caro,T,Male,Hispanic,LEP,No,0,No,1387,Approaches
915600,caro,T,Male,Hispanic,LEP,No,1,No,1510,Approaches
915608,caro,T,Male,Hispanic,LEP,No,0,No,1519,Meets
915608,caro,T,Male,Hispanic,LEP,No,1,No,1383,Notapproach
915610,caro,T,Male,Hispanic,LEP,No,0,Yes,1210,Notapproach
915610,caro,T,Male,Hispanic,LEP,No,1,Yes,1272,Notapproach
915610,caro,T,Male,Hispanic,LEP,No,2,No,1294,Notapproach
915611,caro,T,Female,Hispanic,LEP,No,0,No,1555,Masters
915611,caro,T,Female,Hispanic,LEP,No,1,No,1550,Meets
915611,caro,T,Female,Hispanic,LEP,No,2,No,1517,Approaches
915612,caro,T,Female,Hispanic,firstyear,No,0,No,1297,Notapproach
915612,caro,T,Female,Hispanic,firstyear,No,1,No,1550,Meets
915613,caro,T,Male,Hispanic,LEP,No,0,No,1327,Notapproach
915613,caro,T,Male,Hispanic,LEP,No,1,No,1411,Notapproach
915621,caro,T,Female,Hispanic,LEP,No,0,No,1041,Notapproach
915621,caro,T,Female,Hispanic,LEP,No,1,No,1311,Notapproach
915625,caro,T,Female,Hispanic,firstyear,No,0,No,1419,Approaches
915625,caro,T,Female,Hispanic,firstyear,No,1,No,1526,Approaches
915625,caro,T,Female,Hispanic,firstyear,No,2,No,1667,Masters
915627,caro,T,Male,Hispanic,LEP,No,0,No,1297,Notapproach
915627,caro,T,Male,Hispanic,LEP,No,1,No,1341,Notapproach
915627,caro,T,Male,Hispanic,LEP,No,2,No,1470,Approaches
915641,caro,T,Male,Hispanic,LEP,No,0,No,1468,Meets
915641,caro,T,Male,Hispanic,LEP,No,1,No,1480,Approaches
915641,caro,T,Male,Hispanic,LEP,No,2,No,1564,Approaches
915664,jon,C,Female,Hispanic,NotLEP,No,1,No,1451,Approaches
915678,caro,T,Female,Hispanic,LEP,No,0,No,1159,Notapproach
915678,caro,T,Female,Hispanic,LEP,No,1,No,1295,Notapproach
915693,har,C,Female,Afamerican,NotLEP,No,0,No,1356,Approaches
915693,har,C,Female,Afamerican,NotLEP,No,1,No,1411,Notapproach
915698,har,C,Female,Hispanic,NotLEP,No,0,No,1468,Meets
915722,bus,C,Female,Hispanic,secondyear,No,0,No,1468,Meets
915722,bus,C,Female,Hispanic,secondyear,No,1,No,1550,Meets
915722,bus,C,Female,Hispanic,secondyear,No,2,No,1698,Masters
915724,jon,C,Female,Hispanic,LEP,No,0,Yes,1532,Masters
915724,jon,C,Female,Hispanic,LEP,No,1,Yes,1569,Meets
915724,jon,C,Female,Hispanic,LEP,No,2,No,1470,Approaches
915807,jon,C,Male,Hispanic,LEP,Yes,0,Yes,1191,Notapproach
915811,bla,T,Female,Hispanic,secondyear,No,0,No,1403,Approaches
915811,bla,T,Female,Hispanic,secondyear,No,1,No,1411,Notapproach
915811,bla,T,Female,Hispanic,secondyear,No,2,No,1517,Approaches
915825,caro,T,Female,Hispanic,secondyear,No,0,No,1356,Approaches
915825,caro,T,Female,Hispanic,secondyear,No,1,No,1311,Notapproach
915825,caro,T,Female,Hispanic,secondyear,No,2,No,1463,Notapproach
915828,caro,T,Female,Hispanic,LEP,Yes,0,No,1159,Notapproach
915828,caro,T,Female,Hispanic,LEP,Yes,1,No,1239,Notapproach
915828,caro,T,Female,Hispanic,LEP,Yes,2,No,1255,Notapproach
915857,bus,C,Female,Hispanic,LEP,No,0,Yes,1246,Notapproach
915857,bus,C,Female,Hispanic,LEP,No,1,Yes,1358,Notapproach
915860,caro,T,Female,Hispanic,LEP,No,0,No,1437,Approaches
915860,caro,T,Female,Hispanic,LEP,No,1,No,1397,Notapproach
915860,caro,T,Female,Hispanic,LEP,No,2,No,1470,Approaches
915864,bus,C,Male,Hispanic,LEP,No,0,No,1217,Notapproach
915864,bus,C,Male,Hispanic,LEP,No,1,No,1370,Notapproach
915864,bus,C,Male,Hispanic,LEP,No,2,No,1437,Notapproach
915889,jon,C,Female,Hispanic,LEP,No,0,Yes,1298,Notapproach
915889,jon,C,Female,Hispanic,LEP,No,1,No,1397,Notapproach
915889,jon,C,Female,Hispanic,LEP,No,2,No,1411,Notapproach
915896,bus,C,Female,Hispanic,LEP,No,0,No,1282,Notapproach
915896,bus,C,Female,Hispanic,LEP,No,1,No,1397,Notapproach
915921,caro,T,Female,Hispanic,secondyear,Yes,0,No,1667,Masters
915921,caro,T,Female,Hispanic,secondyear,Yes,2,No,1698,Masters
915964,bus,C,Female,Hispanic,LEP,No,1,No,1495,Approaches
915985,bus,C,Female,Hispanic,LEP,No,0,No,1159,Notapproach
915985,bus,C,Female,Hispanic,LEP,No,1,No,1356,Notapproach
915985,bus,C,Female,Hispanic,LEP,No,2,No,1384,Notapproach
915993,bus,C,Male,Hispanic,LEP,No,0,No,1312,Notapproach
915993,bus,C,Male,Hispanic,LEP,No,1,No,1370,Notapproach
915993,bus,C,Male,Hispanic,LEP,No,2,No,1489,Approaches
916025,bus,C,Female,Hispanic,LEP,No,0,No,1234,Notapproach
916025,bus,C,Female,Hispanic,LEP,No,1,No,1277,Notapproach
916063,carm,T,Male,Hispanic,NotLEP,Yes,0,No,1234,Notapproach
916063,carm,T,Male,Hispanic,NotLEP,Yes,1,No,1311,Notapproach
916063,carm,T,Male,Hispanic,NotLEP,Yes,2,No,1294,Notapproach
916078,caro,T,Male,Hispanic,LEP,Yes,0,No,1217,Notapproach
916078,caro,T,Male,Hispanic,LEP,Yes,1,No,1259,Notapproach
916078,caro,T,Male,Hispanic,LEP,Yes,2,No,1384,Notapproach
916083,har,C,Female,Hispanic,LEP,No,0,No,1387,Approaches
916083,har,C,Female,Hispanic,LEP,No,1,No,1311,Notapproach
916105,bus,C,Male,Hispanic,LEP,No,0,Yes,1281,Notapproach
916111,bus,C,Female,Hispanic,firstyear,No,0,No,1345,Approaches
916144,carm,T,Male,Hispanic,NotLEP,No,0,No,1079,Notapproach
916144,carm,T,Male,Hispanic,NotLEP,No,1,No,1397,Notapproach
916144,carm,T,Male,Hispanic,NotLEP,No,2,No,1517,Approaches
916163,bus,C,Male,Hispanic,LEP,No,0,No,1234,Notapproach
916205,bus,C,Female,Hispanic,LEP,No,0,No,1403,Approaches
916211,caro,T,Female,Hispanic,LEP,No,0,No,1372,Approaches
916232,bus,C,Female,Hispanic,LEP,No,0,No,1199,Notapproach
916266,jon,C,Female,Hispanic,LEP,No,1,No,1341,Notapproach
916266,jon,C,Female,Hispanic,LEP,No,2,No,1437,Notapproach
916267,bus,C,Male,Hispanic,NotLEP,No,0,No,1555,Masters
916267,bus,C,Male,Hispanic,NotLEP,No,1,No,1562,Meets
916267,bus,C,Male,Hispanic,NotLEP,No,2,No,1564,Approaches
916303,jon,C,Male,Hispanic,LEP,No,0,Yes,1246,Notapproach
916303,jon,C,Male,Hispanic,LEP,No,1,No,1277,Notapproach
916308,bla,T,Female,Hispanic,NotLEP,No,0,No,1180,Notapproach
916308,bla,T,Female,Hispanic,NotLEP,No,1,No,1341,Notapproach
916308,bla,T,Female,Hispanic,NotLEP,No,2,No,1327,Notapproach
916334,bus,C,Male,Hispanic,LEP,No,0,No,1403,Approaches
916334,bus,C,Male,Hispanic,LEP,No,1,No,1451,Approaches
916334,bus,C,Male,Hispanic,LEP,No,2,No,1503,Approaches
916335,bus,C,Female,Hispanic,LEP,No,0,No,1616,Masters
916335,bus,C,Female,Hispanic,LEP,No,1,No,1550,Meets
916335,bus,C,Female,Hispanic,LEP,No,2,No,1547,Approaches
916341,caro,T,Female,Hispanic,LEP,Yes,0,No,1110,Notapproach
916341,caro,T,Female,Hispanic,LEP,Yes,1,No,1277,Notapproach
916345,bus,C,Female,Hispanic,LEP,No,0,No,1327,Notapproach
916345,bus,C,Female,Hispanic,LEP,No,1,No,1510,Approaches
916345,bus,C,Female,Hispanic,LEP,No,2,No,1547,Approaches
916375,bla,T,Female,Hispanic,LEP,No,0,No,1136,Notapproach
916375,bla,T,Female,Hispanic,LEP,No,1,No,1216,Notapproach
916375,bla,T,Female,Hispanic,LEP,No,2,No,1294,Notapproach
916436,carm,T,Male,Hispanic,LEP,Yes,0,No,1180,Notapproach
916436,carm,T,Male,Hispanic,LEP,Yes,1,No,1259,Notapproach
916436,carm,T,Male,Hispanic,LEP,Yes,2,No,1384,Notapproach
916438,bus,C,Male,Hispanic,LEP,No,0,No,1403,Approaches
916438,bus,C,Male,Hispanic,LEP,No,1,No,1424,Notapproach
916446,bla,T,Male,Hispanic,LEP,No,0,No,1403,Approaches
916446,bla,T,Male,Hispanic,LEP,No,1,No,1341,Notapproach
916446,bla,T,Male,Hispanic,LEP,No,2,No,1503,Approaches
916507,carm,T,Female,Hispanic,LEP,No,0,No,1327,Notapproach
916507,carm,T,Female,Hispanic,LEP,No,1,No,1341,Notapproach
916507,carm,T,Female,Hispanic,LEP,No,2,No,1503,Approaches
916510,carm,T,Male,Hispanic,LEP,No,0,No,1041,Notapproach
916510,carm,T,Male,Hispanic,LEP,No,1,No,1465,Approaches
916510,carm,T,Male,Hispanic,LEP,No,2,No,1294,Notapproach
916539,carm,T,Male,Asian,firstyear,No,0,No,1437,Approaches
916539,carm,T,Male,Asian,firstyear,No,1,No,1633,Masters
916539,carm,T,Male,Asian,firstyear,No,2,No,1582,Meets
916558,bus,C,Male,Hispanic,LEP,No,0,Yes,1367,Approaches
916558,bus,C,Male,Hispanic,LEP,No,1,Yes,1527,Approaches
916558,bus,C,Male,Hispanic,LEP,No,2,Yes,1582,Meets
916567,caro,T,Female,Hispanic,LEP,No,0,No,1297,Notapproach
916567,caro,T,Female,Hispanic,LEP,No,1,No,1397,Notapproach
916567,caro,T,Female,Hispanic,LEP,No,2,No,1517,Approaches
916607,jon,C,Female,Hispanic,LEP,No,0,Yes,1229,Notapproach
916607,jon,C,Female,Hispanic,LEP,No,1,Yes,1308,Notapproach
916609,caro,T,Male,Hispanic,NotLEP,No,0,No,1217,Notapproach
916609,caro,T,Male,Hispanic,NotLEP,No,1,No,1295,Notapproach
916629,carm,T,Male,Hispanic,firstyear,No,0,No,1327,Notapproach
916629,carm,T,Male,Hispanic,firstyear,No,1,No,1465,Approaches
916629,carm,T,Male,Hispanic,firstyear,No,2,No,1450,Notapproach
916653,caro,T,Male,Hispanic,LEP,No,0,Yes,1628,Masters
916653,caro,T,Male,Hispanic,LEP,No,1,No,1562,Meets
916653,caro,T,Male,Hispanic,LEP,No,2,No,1564,Approaches
916678,bus,C,Male,Hispanic,LEP,No,0,No,1266,Notapproach
916678,bus,C,Male,Hispanic,LEP,No,1,No,1397,Notapproach
916720,caro,T,Male,Hispanic,LEP,Yes,0,No,1136,Notapproach
916720,caro,T,Male,Hispanic,LEP,Yes,1,No,1295,Notapproach
916737,caro,T,Female,Hispanic,LEP,No,1,No,1239,Notapproach
916737,caro,T,Female,Hispanic,LEP,No,2,No,1470,Approaches
916772,har,C,Female,Hispanic,firstyear,No,0,No,1403,Approaches
916772,har,C,Female,Hispanic,firstyear,No,1,No,1465,Approaches
916784,bla,T,Female,Hispanic,LEP,No,0,No,1345,Approaches
916784,bla,T,Female,Hispanic,LEP,No,1,No,1480,Approaches
916784,bla,T,Female,Hispanic,LEP,No,2,No,1397,Notapproach
916835,har,C,Male,Hispanic,firstyear,No,0,No,1387,Approaches
916835,har,C,Male,Hispanic,firstyear,No,1,No,1526,Approaches
916835,har,C,Male,Hispanic,firstyear,No,2,No,1463,Notapproach
916849,jon,C,Male,Hispanic,LEP,No,2,No,1736,Masters
916859,jon,C,Female,Hispanic,LEP,No,0,No,1356,Approaches
916859,jon,C,Female,Hispanic,LEP,No,1,No,1383,Notapproach
916859,jon,C,Female,Hispanic,LEP,No,2,No,1470,Approaches
917051,carm,T,Female,Hispanic,LEP,No,0,No,1297,Notapproach
917051,carm,T,Female,Hispanic,LEP,No,1,No,1424,Notapproach
917086,carm,T,Female,Hispanic,LEP,Yes,0,No,1251,Notapproach
917086,carm,T,Female,Hispanic,LEP,Yes,1,No,1341,Notapproach
917086,carm,T,Female,Hispanic,LEP,Yes,2,No,1342,Notapproach
917182,carm,T,Male,Hispanic,LEP,No,0,No,1234,Notapproach
917182,carm,T,Male,Hispanic,LEP,No,1,No,1480,Approaches
917182,carm,T,Male,Hispanic,LEP,No,2,No,1547,Approaches
917249,jon,C,Male,Hispanic,LEP,No,1,No,1311,Notapproach
917254,jon,C,Male,Hispanic,LEP,Yes,1,No,1239,Notapproach
917266,jon,C,Male,Hispanic,LEP,No,2,No,1356,Notapproach
917280,jon,C,Male,Hispanic,firstyear,No,2,No,1411,Notapproach
917332,carm,T,Female,Hispanic,NotLEP,No,0,No,1297,Notapproach
917332,carm,T,Female,Hispanic,NotLEP,No,1,No,1341,Notapproach
917332,carm,T,Female,Hispanic,NotLEP,No,2,No,1437,Notapproach
917439,caro,T,Female,Hispanic,LEP,Yes,0,No,1136,Notapproach
917439,caro,T,Female,Hispanic,LEP,Yes,1,No,1311,Notapproach
917439,caro,T,Female,Hispanic,LEP,Yes,2,No,1370,Notapproach
917447,carm,T,Male,Hispanic,LEP,No,0,No,1217,Notapproach
917447,carm,T,Male,Hispanic,LEP,No,1,No,1259,Notapproach
917447,carm,T,Male,Hispanic,LEP,No,2,No,1411,Notapproach
917457,carm,T,Female,Hispanic,secondyear,No,1,No,1311,Notapproach
917457,carm,T,Female,Hispanic,secondyear,No,2,No,1489,Approaches
917459,carm,T,Male,Afamerican,NotLEP,No,0,No,1234,Notapproach
917459,carm,T,Male,Afamerican,NotLEP,No,1,No,1383,Notapproach
917459,carm,T,Male,Afamerican,NotLEP,No,2,No,1470,Approaches
917713,carm,T,Male,Afamerican,NotLEP,No,0,No,1403,Approaches
917713,carm,T,Male,Afamerican,NotLEP,No,1,No,1465,Approaches
917713,carm,T,Male,Afamerican,NotLEP,No,2,No,1489,Approaches
917833,jon,C,Female,Hispanic,LEP,No,0,Yes,1264,Notapproach
917833,jon,C,Female,Hispanic,LEP,No,2,No,1450,Notapproach
917892,jon,C,Male,Hispanic,LEP,No,0,Yes,1229,Notapproach
917892,jon,C,Male,Hispanic,LEP,No,1,No,1259,Notapproach
917953,bla,T,Female,Hispanic,NotLEP,No,0,No,1496,Meets
917953,bla,T,Female,Hispanic,NotLEP,No,1,No,1424,Notapproach
917953,bla,T,Female,Hispanic,NotLEP,No,2,No,1532,Approaches
918292,jon,C,Female,Hispanic,LEP,Yes,0,No,1159,Notapproach
918292,jon,C,Female,Hispanic,LEP,Yes,1,No,1259,Notapproach
918292,jon,C,Female,Hispanic,LEP,Yes,2,No,1327,Notapproach
918306,carm,T,Female,Afamerican,NotLEP,No,0,No,1496,Meets
918306,carm,T,Female,Afamerican,NotLEP,No,1,No,1633,Masters
918306,carm,T,Female,Afamerican,NotLEP,No,2,No,1599,Meets
918326,jon,C,Female,Afamerican,NotLEP,No,2,No,1275,Notapproach
918385,jon,C,Male,Hispanic,NotLEP,No,2,No,1450,Notapproach
918475,har,C,Male,Hispanic,LEP,No,0,No,1251,Notapproach
918475,har,C,Male,Hispanic,LEP,No,1,No,1341,Notapproach
918475,har,C,Male,Hispanic,LEP,No,2,No,1311,Notapproach
